Rank,English_Meaning,Language_A,Word_A,Language_B,Word_B,Similarity_Score,Pattern_Detected
1412,truly,es,verdaderamente,pt,verdadeiramente,0.966,delta: '' vs 'i'
1412,truly,fr,vraiment,it,veramente,0.824,delta: 'raiment' vs 'eramente'
1412,truly,it,veramente,pt,verdadeiramente,0.750,delta: '' vs 'dadeir'
1413,sick,ca,malalt,it,malato,0.833,delta: 'lt' vs 'to'
1414,average,gl,media,pt,média,0.800,delta: 'e' vs 'é'
1414,average,it,media,pt,média,0.800,delta: 'e' vs 'é'
1415,human,en,human,es,humano,0.909,delta: '' vs 'o'
1415,human,en,human,fr,Humain,0.727,delta: 'huma' vs 'Humai'
1415,human,en,human,gl,humano,0.909,delta: '' vs 'o'
1415,human,en,human,it,umano,0.800,delta: 'human' vs 'umano'
1415,human,en,human,pt,humano,0.909,delta: '' vs 'o'
1415,human,en,human,ro,uman,0.889,delta: 'h' vs ''
1415,human,es,humano,it,umano,0.909,delta: 'h' vs ''
1415,human,es,humano,ro,uman,0.800,delta: 'humano' vs 'uman'
1415,human,fr,Humain,it,umano,0.727,delta: 'Humain' vs 'umano'
1415,human,fr,Humain,ro,uman,0.800,delta: 'Humai' vs 'uma'
1415,human,gl,humano,it,umano,0.909,delta: 'h' vs ''
1415,human,gl,humano,ro,uman,0.800,delta: 'humano' vs 'uman'
1415,human,it,umano,pt,humano,0.909,delta: '' vs 'h'
1415,human,it,umano,ro,uman,0.889,delta: 'o' vs ''
1415,human,pt,humano,ro,uman,0.800,delta: 'humano' vs 'uman'
1416,stupid,en,stupid,ca,estúpid,0.769,delta: 'stu' vs 'estú'
1416,stupid,en,stupid,es,estúpido,0.714,delta: 'stupid' vs 'estúpido'
1416,stupid,en,stupid,fr,stupide,0.923,delta: '' vs 'e'
1416,stupid,en,stupid,gl,estúpido,0.714,delta: 'stupid' vs 'estúpido'
1416,stupid,en,stupid,it,stupido,0.923,delta: '' vs 'o'
1416,stupid,en,stupid,pt,estúpido,0.714,delta: 'stupid' vs 'estúpido'
1416,stupid,ca,estúpid,es,estúpido,0.933,delta: '' vs 'o'
1416,stupid,ca,estúpid,fr,stupide,0.714,delta: 'estúpid' vs 'stupide'
1416,stupid,ca,estúpid,gl,estúpido,0.933,delta: '' vs 'o'
1416,stupid,ca,estúpid,it,stupido,0.714,delta: 'estúpid' vs 'stupido'
1416,stupid,ca,estúpid,pt,estúpido,0.933,delta: '' vs 'o'
1416,stupid,es,estúpido,it,stupido,0.800,delta: 'estú' vs 'stu'
1416,stupid,fr,stupide,it,stupido,0.857,delta: 'e' vs 'o'
1416,stupid,gl,estúpido,it,stupido,0.800,delta: 'estú' vs 'stu'
1416,stupid,it,stupido,pt,estúpido,0.800,delta: 'stu' vs 'estú'
1417,will,es,será,fr,sera,0.750,delta: 'á' vs 'a'
1418,chinese,en,chinese,fr,chinois,0.714,delta: 'ese' vs 'ois'
1418,chinese,en,chinese,gl,chinés,0.769,delta: 'ese' vs 'és'
1418,chinese,en,chinese,it,Cinese,0.769,delta: 'ch' vs 'C'
1418,chinese,en,chinese,pt,chinês,0.769,delta: 'ese' vs 'ês'
1418,chinese,en,chinese,ro,chinez,0.769,delta: 'se' vs 'z'
1418,chinese,es,chino,fr,chinois,0.833,delta: '' vs 'is'
1418,chinese,es,chino,gl,chinés,0.727,delta: 'o' vs 'és'
1418,chinese,es,chino,pt,chinês,0.727,delta: 'o' vs 'ês'
1418,chinese,es,chino,ro,chinez,0.727,delta: 'o' vs 'ez'
1418,chinese,fr,chinois,gl,chinés,0.769,delta: 'oi' vs 'é'
1418,chinese,fr,chinois,pt,chinês,0.769,delta: 'oi' vs 'ê'
1418,chinese,gl,chinés,pt,chinês,0.833,delta: 'é' vs 'ê'
1419,connection,en,connection,it,connessione,0.762,delta: 'ction' vs 'ssione'
1419,connection,ca,connexió,es,conexión,0.875,delta: 'nexió' vs 'exión'
1419,connection,ca,connexió,gl,conexión,0.875,delta: 'nexió' vs 'exión'
1419,connection,ca,connexió,ro,conexiune,0.706,delta: 'nexió' vs 'exiune'
1419,connection,es,conexión,ro,conexiune,0.824,delta: 'ón' vs 'une'
1419,connection,gl,conexión,ro,conexiune,0.824,delta: 'ón' vs 'une'
1420,camp,en,camp,es,acampar,0.727,delta: 'camp' vs 'acampar'
1420,camp,en,camp,it,campo,0.889,delta: '' vs 'o'
1420,camp,ca,campament,gl,campamento,0.947,delta: '' vs 'o'
1420,camp,ca,campament,pt,acampamento,0.900,delta: 'campament' vs 'acampamento'
1420,camp,es,acampar,fr,camp,0.727,delta: 'acampar' vs 'camp'
1420,camp,fr,camp,it,campo,0.889,delta: '' vs 'o'
1420,camp,gl,campamento,pt,acampamento,0.952,delta: '' vs 'a'
1421,stone,ca,pedra,it,pietra,0.727,delta: 'ed' vs 'iet'
1421,stone,gl,pedra,it,pietra,0.727,delta: 'ed' vs 'iet'
1421,stone,it,pietra,pt,pedra,0.727,delta: 'iet' vs 'ed'
1422,hundred,es,centenar,it,centinaio,0.706,delta: 'enar' vs 'inaio'
1422,hundred,es,centenar,pt,centenas,0.875,delta: 'r' vs 's'
1422,hundred,it,centinaio,pt,centenas,0.706,delta: 'inaio' vs 'enas'
1423,key,gl,chave,it,chiave,0.909,delta: '' vs 'i'
1423,key,it,chiave,pt,chave,0.909,delta: 'i' vs ''
1423,key,it,chiave,ro,cheie,0.727,delta: 'iav' vs 'ei'
1424,truck,ca,camió,es,camión,0.909,delta: '' vs 'n'
1424,truck,ca,camió,gl,camión,0.909,delta: '' vs 'n'
1424,truck,ca,camió,it,camion,0.727,delta: 'ó' vs 'on'
1424,truck,ca,camió,ro,camion,0.727,delta: 'ó' vs 'on'
1424,truck,es,camión,it,camion,0.833,delta: 'ó' vs 'o'
1424,truck,es,camión,pt,caminhão,0.714,delta: 'ón' vs 'nhão'
1424,truck,es,camión,ro,camion,0.833,delta: 'ó' vs 'o'
1424,truck,fr,un camion,it,camion,0.800,delta: 'un ' vs ''
1424,truck,fr,un camion,ro,camion,0.800,delta: 'un ' vs ''
1424,truck,gl,camión,it,camion,0.833,delta: 'ó' vs 'o'
1424,truck,gl,camión,pt,caminhão,0.714,delta: 'ón' vs 'nhão'
1424,truck,gl,camión,ro,camion,0.833,delta: 'ó' vs 'o'
1424,truck,it,camion,pt,caminhão,0.714,delta: 'on' vs 'nhão'
1424,truck,pt,caminhão,ro,camion,0.714,delta: 'nhão' vs 'on'
1425,afternoon,ca,tarda,es,tarde,0.800,delta: 'a' vs 'e'
1425,afternoon,ca,tarda,gl,tarde,0.800,delta: 'a' vs 'e'
1425,afternoon,ca,tarda,pt,tarde,0.800,delta: 'a' vs 'e'
1426,responsible,en,responsible,ca,responsable,0.909,delta: 'i' vs 'a'
1426,responsible,en,responsible,es,responsable,0.909,delta: 'i' vs 'a'
1426,responsible,en,responsible,fr,responsable,0.909,delta: 'i' vs 'a'
1426,responsible,en,responsible,gl,responsable,0.909,delta: 'i' vs 'a'
1426,responsible,en,responsible,it,responsabile,0.870,delta: 'ib' vs 'abi'
1426,responsible,en,responsible,pt,responsável,0.727,delta: 'ible' vs 'ável'
1426,responsible,en,responsible,ro,responsabil,0.818,delta: 'ible' vs 'abil'
1426,responsible,ca,responsable,it,responsabile,0.957,delta: '' vs 'i'
1426,responsible,ca,responsable,pt,responsável,0.727,delta: 'able' vs 'ável'
1426,responsible,ca,responsable,ro,responsabil,0.909,delta: 'le' vs 'il'
1426,responsible,es,responsable,it,responsabile,0.957,delta: '' vs 'i'
1426,responsible,es,responsable,pt,responsável,0.727,delta: 'able' vs 'ável'
1426,responsible,es,responsable,ro,responsabil,0.909,delta: 'le' vs 'il'
1426,responsible,fr,responsable,it,responsabile,0.957,delta: '' vs 'i'
1426,responsible,fr,responsable,pt,responsável,0.727,delta: 'able' vs 'ável'
1426,responsible,fr,responsable,ro,responsabil,0.909,delta: 'le' vs 'il'
1426,responsible,gl,responsable,it,responsabile,0.957,delta: '' vs 'i'
1426,responsible,gl,responsable,pt,responsável,0.727,delta: 'able' vs 'ável'
1426,responsible,gl,responsable,ro,responsabil,0.909,delta: 'le' vs 'il'
1426,responsible,it,responsabile,ro,responsabil,0.957,delta: 'e' vs ''
1426,responsible,pt,responsável,ro,responsabil,0.727,delta: 'áve' vs 'abi'
1427,secretary,en,secretary,ca,secretari,0.889,delta: 'y' vs 'i'
1427,secretary,en,secretary,es,secretario,0.842,delta: 'y' vs 'io'
1427,secretary,en,secretary,fr,secrétaire,0.737,delta: 'etary' vs 'étaire'
1427,secretary,en,secretary,gl,secretario,0.842,delta: 'y' vs 'io'
1427,secretary,en,secretary,it,segretario,0.737,delta: 'cretary' vs 'gretario'
1427,secretary,en,secretary,pt,secretário,0.737,delta: 'ary' vs 'ário'
1427,secretary,en,secretary,ro,secretar,0.941,delta: 'y' vs ''
1427,secretary,ca,secretari,es,secretario,0.947,delta: '' vs 'o'
1427,secretary,ca,secretari,fr,secrétaire,0.737,delta: 'etari' vs 'étaire'
1427,secretary,ca,secretari,gl,secretario,0.947,delta: '' vs 'o'
1427,secretary,ca,secretari,it,segretario,0.842,delta: 'cretari' vs 'gretario'
1427,secretary,ca,secretari,pt,secretário,0.842,delta: 'ari' vs 'ário'
1427,secretary,ca,secretari,ro,secretar,0.941,delta: 'i' vs ''
1427,secretary,es,secretario,it,segretario,0.900,delta: 'c' vs 'g'
1427,secretary,es,secretario,pt,secretário,0.900,delta: 'a' vs 'á'
1427,secretary,es,secretario,ro,secretar,0.889,delta: 'io' vs ''
1427,secretary,fr,secrétaire,ro,secretar,0.778,delta: 'étaire' vs 'etar'
1427,secretary,gl,secretario,it,segretario,0.900,delta: 'c' vs 'g'
1427,secretary,gl,secretario,pt,secretário,0.900,delta: 'a' vs 'á'
1427,secretary,gl,secretario,ro,secretar,0.889,delta: 'io' vs ''
1427,secretary,it,segretario,pt,secretário,0.800,delta: 'greta' vs 'cretá'
1427,secretary,it,segretario,ro,secretar,0.778,delta: 'gretario' vs 'cretar'
1427,secretary,pt,secretário,ro,secretar,0.778,delta: 'ário' vs 'ar'
1428,apparently,en,apparently,ro,aparent,0.824,delta: 'parently' vs 'arent'
1428,apparently,ca,aparentment,es,aparentemente,0.917,delta: 'ment' vs 'emente'
1428,apparently,ca,aparentment,fr,Apparemment,0.727,delta: 'aparent' vs 'Apparem'
1428,apparently,ca,aparentment,it,apparentemente,0.880,delta: 'arentment' vs 'parentemente'
1428,apparently,ca,aparentment,pt,aparentemente,0.917,delta: 'ment' vs 'emente'
1428,apparently,ca,aparentment,ro,aparent,0.778,delta: 'ment' vs ''
1428,apparently,es,aparentemente,it,apparentemente,0.963,delta: '' vs 'p'
1428,apparently,fr,Apparemment,it,apparentemente,0.720,delta: 'Apparemment' vs 'apparentemente'
1428,apparently,it,apparentemente,pt,aparentemente,0.963,delta: 'p' vs ''
1429,smart,ca,intel·ligent,es,inteligente,0.870,delta: '·ligent' vs 'igente'
1429,smart,ca,intel·ligent,fr,intelligent,0.957,delta: '·' vs ''
1429,smart,ca,intel·ligent,gl,intelixente,0.783,delta: '·ligent' vs 'ixente'
1429,smart,ca,intel·ligent,pt,inteligente,0.870,delta: '·ligent' vs 'igente'
1429,smart,ca,intel·ligent,ro,inteligent,0.909,delta: '·l' vs ''
1429,smart,es,inteligente,fr,intelligent,0.909,delta: 'igente' vs 'ligent'
1429,smart,es,inteligente,gl,intelixente,0.909,delta: 'g' vs 'x'
1429,smart,es,inteligente,ro,inteligent,0.952,delta: 'e' vs ''
1429,smart,fr,intelligent,gl,intelixente,0.818,delta: 'ligent' vs 'ixente'
1429,smart,fr,intelligent,pt,inteligente,0.909,delta: 'ligent' vs 'igente'
1429,smart,fr,intelligent,ro,inteligent,0.952,delta: 'l' vs ''
1429,smart,gl,intelixente,pt,inteligente,0.909,delta: 'x' vs 'g'
1429,smart,gl,intelixente,ro,inteligent,0.857,delta: 'xente' vs 'gent'
1429,smart,pt,inteligente,ro,inteligent,0.952,delta: 'e' vs ''
1430,southern,ca,meridional,it,meridionale,0.952,delta: '' vs 'e'
1430,southern,gl,meridional,it,meridionale,0.952,delta: '' vs 'e'
1431,totally,ca,totalment,es,totalmente,0.947,delta: '' vs 'e'
1431,totally,ca,totalment,fr,totalement,0.947,delta: '' vs 'e'
1431,totally,ca,totalment,gl,totalmente,0.947,delta: '' vs 'e'
1431,totally,ca,totalment,it,totalmente,0.947,delta: '' vs 'e'
1431,totally,ca,totalment,pt,totalmente,0.947,delta: '' vs 'e'
1431,totally,es,totalmente,fr,totalement,0.900,delta: 'mente' vs 'ement'
1431,totally,fr,totalement,gl,totalmente,0.900,delta: 'ement' vs 'mente'
1431,totally,fr,totalement,it,totalmente,0.900,delta: 'ement' vs 'mente'
1431,totally,fr,totalement,pt,totalmente,0.900,delta: 'ement' vs 'mente'
1432,western,ca,Occidental,es,occidental,0.900,delta: 'O' vs 'o'
1432,western,ca,Occidental,fr,occidental,0.900,delta: 'O' vs 'o'
1432,western,ca,Occidental,gl,occidental,0.900,delta: 'O' vs 'o'
1432,western,ca,Occidental,it,occidentale,0.857,delta: 'Occidental' vs 'occidentale'
1432,western,ca,Occidental,pt,ocidental,0.842,delta: 'Oc' vs 'o'
1432,western,es,occidental,it,occidentale,0.952,delta: '' vs 'e'
1432,western,es,occidental,pt,ocidental,0.947,delta: 'c' vs ''
1432,western,fr,occidental,it,occidentale,0.952,delta: '' vs 'e'
1432,western,fr,occidental,pt,ocidental,0.947,delta: 'c' vs ''
1432,western,gl,occidental,it,occidentale,0.952,delta: '' vs 'e'
1432,western,gl,occidental,pt,ocidental,0.947,delta: 'c' vs ''
1432,western,it,occidentale,pt,ocidental,0.900,delta: 'cidentale' vs 'idental'
1433,collect,en,collect,fr,collecter,0.875,delta: '' vs 'er'
1433,collect,en,collect,ro,colectarea,0.706,delta: 'lect' vs 'ectarea'
1433,collect,ca,recollir,gl,recoller,0.875,delta: 'i' vs 'e'
1433,collect,ca,recollir,pt,recolher,0.750,delta: 'li' vs 'he'
1433,collect,es,recoger,gl,recoller,0.800,delta: 'g' vs 'll'
1433,collect,es,recoger,pt,recolher,0.800,delta: 'g' vs 'lh'
1433,collect,fr,collecter,gl,recoller,0.706,delta: 'collect' vs 'recoll'
1433,collect,fr,collecter,ro,colectarea,0.737,delta: 'lecter' vs 'ectarea'
1433,collect,gl,recoller,pt,recolher,0.875,delta: 'l' vs 'h'
1434,conflict,en,conflict,ca,conflicte,0.941,delta: '' vs 'e'
1434,conflict,en,conflict,es,conflicto,0.941,delta: '' vs 'o'
1434,conflict,en,conflict,fr,conflit,0.933,delta: 'c' vs ''
1434,conflict,en,conflict,gl,conflito,0.875,delta: 'ct' vs 'to'
1434,conflict,en,conflict,it,conflitto,0.824,delta: 'ct' vs 'tto'
1434,conflict,en,conflict,pt,conflito,0.875,delta: 'ct' vs 'to'
1434,conflict,ca,conflicte,es,conflicto,0.889,delta: 'e' vs 'o'
1434,conflict,ca,conflicte,fr,conflit,0.875,delta: 'cte' vs 't'
1434,conflict,ca,conflicte,gl,conflito,0.824,delta: 'cte' vs 'to'
1434,conflict,ca,conflicte,it,conflitto,0.778,delta: 'cte' vs 'tto'
1434,conflict,ca,conflicte,pt,conflito,0.824,delta: 'cte' vs 'to'
1434,conflict,ca,conflicte,ro,conflict,0.941,delta: 'e' vs ''
1434,conflict,es,conflicto,fr,conflit,0.875,delta: 'cto' vs 't'
1434,conflict,es,conflicto,gl,conflito,0.941,delta: 'c' vs ''
1434,conflict,es,conflicto,it,conflitto,0.889,delta: 'c' vs 't'
1434,conflict,es,conflicto,pt,conflito,0.941,delta: 'c' vs ''
1434,conflict,es,conflicto,ro,conflict,0.941,delta: 'o' vs ''
1434,conflict,fr,conflit,gl,conflito,0.933,delta: '' vs 'o'
1434,conflict,fr,conflit,it,conflitto,0.875,delta: '' vs 'to'
1434,conflict,fr,conflit,pt,conflito,0.933,delta: '' vs 'o'
1434,conflict,fr,conflit,ro,conflict,0.933,delta: '' vs 'c'
1434,conflict,gl,conflito,it,conflitto,0.941,delta: '' vs 't'
1434,conflict,gl,conflito,ro,conflict,0.875,delta: 'to' vs 'ct'
1434,conflict,it,conflitto,pt,conflito,0.941,delta: 't' vs ''
1434,conflict,it,conflitto,ro,conflict,0.824,delta: 'tto' vs 'ct'
1434,conflict,pt,conflito,ro,conflict,0.875,delta: 'to' vs 'ct'
1436,learning,ca,aprenentatge,fr,apprentissage,0.720,delta: 'renentat' vs 'prentissa'
1436,learning,es,aprendiendo,gl,aprendizaxe,0.727,delta: 'endo' vs 'zaxe'
1436,learning,es,aprendiendo,it,apprendimento,0.833,delta: 'rendiend' vs 'prendiment'
1436,learning,es,aprendiendo,pt,Aprendendo,0.857,delta: 'aprendi' vs 'Aprend'
1437,wake,ca,despertar,gl,espertar,0.941,delta: 'd' vs ''
1437,wake,es,despertar,gl,espertar,0.941,delta: 'd' vs ''
1438,contribute,en,contribute,ca,contribuir,0.800,delta: 'te' vs 'ir'
1438,contribute,en,contribute,es,contribuir,0.800,delta: 'te' vs 'ir'
1438,contribute,en,contribute,fr,contribuer,0.900,delta: 'te' vs 'er'
1438,contribute,en,contribute,gl,contribuír,0.800,delta: 'te' vs 'ír'
1438,contribute,en,contribute,it,contribuire,0.857,delta: 't' vs 'ir'
1438,contribute,en,contribute,pt,contribuir,0.800,delta: 'te' vs 'ir'
1438,contribute,en,contribute,ro,a contribui,0.762,delta: 'contribute' vs 'a contribui'
1438,contribute,ca,contribuir,fr,contribuer,0.900,delta: 'i' vs 'e'
1438,contribute,ca,contribuir,gl,contribuír,0.900,delta: 'i' vs 'í'
1438,contribute,ca,contribuir,it,contribuire,0.952,delta: '' vs 'e'
1438,contribute,ca,contribuir,ro,a contribui,0.857,delta: 'contribuir' vs 'a contribui'
1438,contribute,es,contribuir,fr,contribuer,0.900,delta: 'i' vs 'e'
1438,contribute,es,contribuir,gl,contribuír,0.900,delta: 'i' vs 'í'
1438,contribute,es,contribuir,it,contribuire,0.952,delta: '' vs 'e'
1438,contribute,es,contribuir,ro,a contribui,0.857,delta: 'contribuir' vs 'a contribui'
1438,contribute,fr,contribuer,gl,contribuír,0.900,delta: 'e' vs 'í'
1438,contribute,fr,contribuer,it,contribuire,0.857,delta: 'er' vs 'ire'
1438,contribute,fr,contribuer,pt,contribuir,0.900,delta: 'e' vs 'i'
1438,contribute,fr,contribuer,ro,a contribui,0.762,delta: 'contribuer' vs 'a contribui'
1438,contribute,gl,contribuír,it,contribuire,0.857,delta: 'ír' vs 'ire'
1438,contribute,gl,contribuír,pt,contribuir,0.900,delta: 'í' vs 'i'
1438,contribute,gl,contribuír,ro,a contribui,0.762,delta: 'contribuír' vs 'a contribui'
1438,contribute,it,contribuire,pt,contribuir,0.952,delta: 'e' vs ''
1438,contribute,it,contribuire,ro,a contribui,0.818,delta: 'contribuire' vs 'a contribui'
1438,contribute,pt,contribuir,ro,a contribui,0.857,delta: 'contribuir' vs 'a contribui'
1440,british,ca,britànic,es,británico,0.824,delta: 'ànic' vs 'ánico'
1440,british,ca,britànic,gl,británico,0.824,delta: 'ànic' vs 'ánico'
1440,british,ca,britànic,pt,britânico,0.824,delta: 'ànic' vs 'ânico'
1440,british,ca,britànic,ro,britanic,0.875,delta: 'à' vs 'a'
1440,british,es,británico,it,Britannico,0.737,delta: 'britá' vs 'Britan'
1440,british,es,británico,pt,britânico,0.889,delta: 'á' vs 'â'
1440,british,es,británico,ro,britanic,0.824,delta: 'ánico' vs 'anic'
1440,british,gl,británico,it,Britannico,0.737,delta: 'britá' vs 'Britan'
1440,british,gl,británico,pt,britânico,0.889,delta: 'á' vs 'â'
1440,british,gl,británico,ro,britanic,0.824,delta: 'ánico' vs 'anic'
1440,british,it,Britannico,pt,britânico,0.737,delta: 'Britan' vs 'britâ'
1440,british,it,Britannico,ro,britanic,0.778,delta: 'Britannico' vs 'britanic'
1440,british,pt,britânico,ro,britanic,0.824,delta: 'ânico' vs 'anic'
1442,order,en,order,ca,ordre,0.800,delta: 'er' vs 're'
1442,order,en,order,fr,ordre,0.800,delta: 'er' vs 're'
1442,order,en,order,gl,orde,0.889,delta: 'r' vs ''
1442,order,en,order,it,ordine,0.727,delta: 'er' vs 'ine'
1442,order,ca,ordre,gl,orde,0.889,delta: 'r' vs ''
1442,order,ca,ordre,it,ordine,0.727,delta: 'r' vs 'in'
1442,order,fr,ordre,gl,orde,0.889,delta: 'r' vs ''
1442,order,fr,ordre,it,ordine,0.727,delta: 'r' vs 'in'
1442,order,gl,orde,it,ordine,0.800,delta: '' vs 'in'
1442,order,it,ordine,ro,Ordin,0.727,delta: 'ordine' vs 'Ordin'
1443,share,ca,Compartir,gl,compartir,0.889,delta: 'C' vs 'c'
1443,share,gl,compartir,pt,compartilhado,0.727,delta: 'r' vs 'lhado'
1444,newspaper,fr,un journal,pt,jornal,0.750,delta: 'un jou' vs 'jo'
1444,newspaper,gl,xornal,it,giornale,0.714,delta: 'xornal' vs 'giornale'
1444,newspaper,gl,xornal,pt,jornal,0.833,delta: 'x' vs 'j'
1444,newspaper,it,giornale,pt,jornal,0.714,delta: 'giornale' vs 'jornal'
1445,foundation,en,foundation,fr,fondation,0.947,delta: 'u' vs ''
1445,foundation,en,foundation,gl,fundación,0.737,delta: 'oundatio' vs 'undació'
1445,foundation,en,foundation,it,fondazione,0.800,delta: 'undation' vs 'ndazione'
1445,foundation,ca,fundació,es,Fundación,0.824,delta: 'fundació' vs 'Fundación'
1445,foundation,ca,fundació,gl,fundación,0.941,delta: '' vs 'n'
1445,foundation,ca,fundació,ro,fundație,0.750,delta: 'ció' vs 'ție'
1445,foundation,es,Fundación,gl,fundación,0.889,delta: 'F' vs 'f'
1445,foundation,fr,fondation,it,fondazione,0.842,delta: 'tion' vs 'zione'
1445,foundation,gl,fundación,ro,fundație,0.706,delta: 'ción' vs 'ție'
1446,variety,en,variety,ca,varietat,0.800,delta: 'y' vs 'at'
1446,variety,en,variety,fr,variété,0.714,delta: 'ety' vs 'été'
1446,variety,en,variety,it,varietà,0.857,delta: 'y' vs 'à'
1446,variety,en,variety,ro,varietate,0.750,delta: 'y' vs 'ate'
1446,variety,ca,varietat,es,variedad,0.750,delta: 'tat' vs 'dad'
1446,variety,ca,varietat,gl,variedade,0.706,delta: 'tat' vs 'dade'
1446,variety,ca,varietat,it,varietà,0.800,delta: 'at' vs 'à'
1446,variety,ca,varietat,pt,variedade,0.706,delta: 'tat' vs 'dade'
1446,variety,ca,varietat,ro,varietate,0.941,delta: '' vs 'e'
1446,variety,es,variedad,gl,variedade,0.941,delta: '' vs 'e'
1446,variety,es,variedad,pt,variedade,0.941,delta: '' vs 'e'
1446,variety,es,variedad,ro,varietate,0.706,delta: 'dad' vs 'tate'
1446,variety,fr,variété,it,varietà,0.714,delta: 'été' vs 'età'
1446,variety,gl,variedade,ro,varietate,0.778,delta: 'dad' vs 'tat'
1446,variety,it,varietà,ro,varietate,0.750,delta: 'à' vs 'ate'
1446,variety,pt,variedade,ro,varietate,0.778,delta: 'dad' vs 'tat'
1447,perspective,en,perspective,ca,perspectiva,0.909,delta: 'e' vs 'a'
1447,perspective,en,perspective,es,perspectiva,0.909,delta: 'e' vs 'a'
1447,perspective,en,perspective,fr,la perspective,0.880,delta: '' vs 'la '
1447,perspective,en,perspective,gl,perspectiva,0.909,delta: 'e' vs 'a'
1447,perspective,en,perspective,it,prospettiva,0.727,delta: 'erspective' vs 'rospettiva'
1447,perspective,en,perspective,pt,perspectiva,0.909,delta: 'e' vs 'a'
1447,perspective,en,perspective,ro,perspectivă,0.909,delta: 'e' vs 'ă'
1447,perspective,ca,perspectiva,fr,la perspective,0.800,delta: 'perspectiva' vs 'la perspective'
1447,perspective,ca,perspectiva,it,prospettiva,0.818,delta: 'erspec' vs 'rospet'
1447,perspective,ca,perspectiva,ro,perspectivă,0.909,delta: 'a' vs 'ă'
1447,perspective,es,perspectiva,fr,la perspective,0.800,delta: 'perspectiva' vs 'la perspective'
1447,perspective,es,perspectiva,it,prospettiva,0.818,delta: 'erspec' vs 'rospet'
1447,perspective,es,perspectiva,ro,perspectivă,0.909,delta: 'a' vs 'ă'
1447,perspective,fr,la perspective,gl,perspectiva,0.800,delta: 'la perspective' vs 'perspectiva'
1447,perspective,fr,la perspective,pt,perspectiva,0.800,delta: 'la perspective' vs 'perspectiva'
1447,perspective,fr,la perspective,ro,perspectivă,0.800,delta: 'la perspective' vs 'perspectivă'
1447,perspective,gl,perspectiva,it,prospettiva,0.818,delta: 'erspec' vs 'rospet'
1447,perspective,gl,perspectiva,ro,perspectivă,0.909,delta: 'a' vs 'ă'
